STATION,MODE,LAT,LONG,TIMEOFDAY,BOARDINGS,ALIGHTINGS
Piedmont Park/Amsterdam W,RAIL,33.78901327,-84.37045953,EV,22,6
Monroe/Virginia Streetcar,RAIL,33.78064426,-84.3673839,EV,1,2
Ponce City Market Streetc,RAIL,33.77274237,-84.36445231,EV,11,7
Angier Springs Streetcar,RAIL,33.76911583,-84.36254371,EV,6,13
Freedom Parkway Streetcar,RAIL,33.76389103,-84.35972816,EV,2,11
Highland Streetcar,RAIL,33.76130812,-84.36178081,EV,17,29
Boone Streetcar,RAIL,33.76365985,-84.42455914,EV,2,13
Lena Streetcar,RAIL,33.75751605,-84.42481255,EV,4,6
Martin Luther King Jr Str,RAIL,33.75336532,-84.42596224,EV,0,2
Napoleon Streetcar,RAIL,33.74835362,-84.42886315,EV,0,11
Sells Streetcar,RAIL,33.74519324,-84.43230423,EV,1,6
Lucille Streetcar,RAIL,33.74245526,-84.4339154,EV,2,4
Abernathy Streetcar,RAIL,33.73829787,-84.43219886,EV,9,19
Lawton Streetcar,RAIL,33.73170123,-84.42280792,EV,0,0
Murphy Streetcar,RAIL,33.72736689,-84.41588042,EV,0,6
Allene Streetcar,RAIL,33.72465745,-84.4129635,EV,0,1
University Streetcar,RAIL,33.72225054,-84.41163642,EV,0,2
Irwin Streetcar,RAIL,33.75755981,-84.36492046,EV,4,6
Covington Highway,RAIL,33.75491221,-84.23257367,EV,33,147
Wesley Chapel,RAIL,33.71266286,-84.21862531,EV,111,417
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,EV,39,70
Northridge,RAIL,33.98330796,-84.34179722,EV,114,294
Holcomb Bridge,RAIL,34.01974839,-84.32522536,EV,247,764
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,EV,262,924
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,EV,17,59
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,EV,28,50
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,EV,155,37
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,EV,626,49
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,EV,108,45
North Decatur LRT,RAIL,33.78937478,-84.30764252,EV,23,55
Candler Road BRT,RAIL,33.71138329,-84.2745855,EV,76,347
Gresham Road BRT,RAIL,33.71673748,-84.30979253,EV,34,134
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,EV,12,10
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,EV,50,127
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,EV,2,7
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,EV,36,43
Five Points BRT,RAIL,33.75341764,-84.39167017,EV,642,158
Finley Streetcar,RAIL,33.77323041,-84.42207036,EV,2,4
Kennesaw State University,RAIL,34.03622478,-84.58053999,EV,65,23
Town Center BRT,RAIL,34.02802321,-84.57041015,EV,8,9
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,EV,18,41
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,EV,12,8
Allgood Road BRT,RAIL,33.9669562,-84.53656621,EV,15,27
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,EV,18,57
Roswell Road BRT,RAIL,33.95029715,-84.52134011,EV,39,57
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,EV,179,30
Dobbins BRT,RAIL,33.91749944,-84.50219012,EV,50,35
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,EV,75,82
Cumberland North BRT,RAIL,33.88882867,-84.47546174,EV,107,116
Cumberland South BRT,RAIL,33.88066706,-84.46476239,EV,302,177
Arts Center BRT,RAIL,33.78884203,-84.38735148,EV,446,653
White Circle BRT,RAIL,33.98720373,-84.57315901,EV,25,36
Battlefield BRT,RAIL,33.98097431,-84.55918396,EV,5,13
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,EV,1,0
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,EV,3,5
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,EV,2,2
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,EV,2,8
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,EV,15,5
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,EV,3,5
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,EV,5,0
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,EV,0,6
Glenwood Streetcar,RAIL,33.73976009,-84.35827037,Airport,7.55,2.08
Howell/Bradley Streetcar,RAIL,33.75286015,-84.37429006,Airport,0,0
King Historical District,RAIL,33.75548968,-84.37435941,Airport,0,0
Oakland Streetcar,RAIL,33.74682005,-84.37666013,Airport,0,0
Edgewood/Hilliard Streetc,RAIL,33.75438041,-84.37658011,Airport,0,0
Sandy Springs,RAIL,33.93218729,-84.35208977,Airport,98.3,319.08
North Springs,RAIL,33.94511896,-84.35726606,Airport,69.01,148.54
Georgia State,RAIL,33.75008031,-84.38582967,Airport,11.72,145.4
Inman Park/Reynoldstown,RAIL,33.75769205,-84.35251524,Airport,22.16,17.64
Edgewood/Candler Park,RAIL,33.76193601,-84.33963921,Airport,21.98,12.88
East Lake,RAIL,33.76519723,-84.31276946,Airport,21.18,9.59
Decatur,RAIL,33.77468883,-84.29574279,Airport,32.31,36.61
Avondale,RAIL,33.77514262,-84.28227057,Airport,25.86,35.52
Kensington,RAIL,33.77265675,-84.25189439,Airport,100.92,25.71
Indian Creek,RAIL,33.76527334,-84.23006089,Airport,19.09,7.37
Dome/GWCC/Philips Arena/C,RAIL,33.75610139,-84.39712121,Airport,2.74,140.58
Vine City,RAIL,33.75655043,-84.40401403,Airport,14.7,15.2
Ashby,RAIL,33.75644578,-84.41724351,Airport,18.74,11.1
West Lake,RAIL,33.75329302,-84.44534298,Airport,11.3,26.38
Hamilton E Holmes,RAIL,33.75447364,-84.47012807,Airport,27.63,39.15
Bankhead,RAIL,33.77218678,-84.42893117,Airport,21.82,37.24
Peachtree Center,RAIL,33.75967751,-84.38756755,Airport,26.08,568.72
Civic Center,RAIL,33.76648821,-84.38749686,Airport,86.18,264.2
Midtown,RAIL,33.78111994,-84.38633917,Airport,165.54,725.72
Arts Center,RAIL,33.78918261,-84.38732614,Airport,422.52,980.64
Lindbergh Center,RAIL,33.8224931,-84.36959926,Airport,355.3,472.68
Lenox,RAIL,33.84538918,-84.35809299,Airport,112.71,480.72
Brookhaven/Oglethorpe Uni,RAIL,33.85995051,-84.33936845,Airport,79.93,42.55
Chamblee,RAIL,33.88746349,-84.30635678,Airport,44.58,39.33
Buckhead,RAIL,33.84806247,-84.36785871,Airport,85.26,698.04
Medical Center,RAIL,33.91076675,-84.35150426,Airport,41,704.68
Dunwoody,RAIL,33.92129246,-84.34435935,Airport,56.43,267.89
Garnett,RAIL,33.74883024,-84.39563408,Airport,30.74,95.78
West End,RAIL,33.73581105,-84.41366372,Airport,149.68,11.4
Oakland City,RAIL,33.71704952,-84.42512465,Airport,59.46,4.54
Lakewood/Fort McPherson,RAIL,33.70031817,-84.42886315,Airport,20.08,1.34
East Point,RAIL,33.67685698,-84.44074954,Airport,0.4,0.12
College Park,RAIL,33.65153306,-84.44877472,Airport,109.02,0
Brawley Streetcar,RAIL,33.77304965,-84.41240066,Airport,3.22,3.06
Auburn/Piedmont Streetcar,RAIL,33.7555401,-84.38222988,Airport,0,0
Piedmont Streetcar,RAIL,33.77128015,-84.38188044,Airport,0,0
Five Points Streetcar,RAIL,33.75316363,-84.39125537,Airport,0,22.38
Peachtree Center Streetca,RAIL,33.75788041,-84.38759022,Airport,0,0
Baker Streetcar,RAIL,33.76226042,-84.38755021,Airport,0,0
Pine Streetcar,RAIL,33.76733966,-84.38536019,Airport,0,0
Civic Center Streetcar,RAIL,33.76733015,-84.38745952,Airport,1.77,0
King Memorial Streetcar,RAIL,33.75018021,-84.37664013,Airport,121.02,22.49
Carnegie/Spring Streetcar,RAIL,33.75925987,-84.38944947,Airport,0,0
Woodruff Park Streetcar,RAIL,33.75630023,-84.38845983,Airport,22.38,22.38
Luckie/Cone Streetcar,RAIL,33.75788993,-84.39008967,Airport,0,0
Centennial Olympic Park S,RAIL,33.75923989,-84.3920903,Airport,0,0
Luckie/Ivan Allen Streetc,RAIL,33.76463023,-84.39613957,Airport,0,0
Howell/Bradley Streetcar,RAIL,33.75427005,-84.36980065,Airport,0,0
Sweet Auburn Market Stree,RAIL,33.75440038,-84.3802706,Airport,0,0
North Angier Streetcar,RAIL,33.77112032,-84.36498048,Airport,6.03,0
Hutting Streetcar,RAIL,33.77120023,-84.3747502,Airport,0,0
Peachtree Streetcar,RAIL,33.77128966,-84.3849694,Airport,1.77,1.77
Cherry Streetcar,RAIL,33.77130964,-84.39450039,Airport,0,0
Carroll/Boulevard Streetc,RAIL,33.74670018,-84.36810012,Airport,5.01,1.21
Northside Streetcar,RAIL,33.77052953,-84.40483963,Airport,0,0.04
King Memorial,RAIL,33.75000421,-84.37543042,Airport,55.64,139.34
Baker/Georgia Aquarium St,RAIL,33.76252014,-84.39563008,Airport,0,0
Airport,RAIL,33.64068199,-84.44620592,Airport,7801.26,3782.68
North Avenue,RAIL,33.77256732,-84.38699937,Airport,92.36,412.54
Doraville,RAIL,33.90298663,-84.28025261,Airport,480.83,27.86
Five Points (Gold/Red),RAIL,33.75386763,-84.39159681,Airport,521.5,1314.72
Five Points (Blue/Green),RAIL,33.75387048,-84.3915608,Airport,705.42,437.72
Kennesaw Streetcar,RAIL,33.77116598,-84.36978331,Airport,3.9,1.77
Hurt Park Streetcar,RAIL,33.75447459,-84.3852735,Airport,0,0
Park Place Streetcar,RAIL,33.75506728,-84.38820242,Airport,0,0
Gaspero/Old Water Tower P,RAIL,33.75655043,-84.3668504,Airport,0.13,1.41
Merrits/Pine Streetcar,RAIL,33.76963527,-84.39608889,Airport,0,0
Dobbs Plaza Streetcar,RAIL,33.75552012,-84.37887016,Airport,0,0
Bankhead Streetcar,RAIL,33.7719147,-84.42913123,Airport,4.49,6.23
Montgomery Ferry Streetca,RAIL,33.80048272,-84.37386726,Airport,0.12,42.34
Ansley Mall/Piedmont  Str,RAIL,33.79543391,-84.37093968,Airport,0,5.36
Piedmont Park/Amsterdam W,RAIL,33.78901327,-84.37045953,Airport,3.03,22.52
Monroe/Virginia Streetcar,RAIL,33.78064426,-84.3673839,Airport,0,4.31
Ponce City Market Streetc,RAIL,33.77274237,-84.36445231,Airport,1.88,26.13
Angier Springs Streetcar,RAIL,33.76911583,-84.36254371,Airport,4.46,5.53
Freedom Parkway Streetcar,RAIL,33.76389103,-84.35972816,Airport,4.12,4.19
Highland Streetcar,RAIL,33.76130812,-84.36178081,Airport,6.45,4.83
Boone Streetcar,RAIL,33.76365985,-84.42455914,Airport,1.63,0.43
Lena Streetcar,RAIL,33.75751605,-84.42481255,Airport,1.38,0.42
Martin Luther King Jr Str,RAIL,33.75336532,-84.42596224,Airport,0,0
Napoleon Streetcar,RAIL,33.74835362,-84.42886315,Airport,0,0.29
Sells Streetcar,RAIL,33.74519324,-84.43230423,Airport,0,0.14
Lucille Streetcar,RAIL,33.74245526,-84.4339154,Airport,0,0.05
Abernathy Streetcar,RAIL,33.73829787,-84.43219886,Airport,0,0.06
Lawton Streetcar,RAIL,33.73170123,-84.42280792,Airport,0,0
Murphy Streetcar,RAIL,33.72736689,-84.41588042,Airport,0,0
Allene Streetcar,RAIL,33.72465745,-84.4129635,Airport,0,0
University Streetcar,RAIL,33.72225054,-84.41163642,Airport,0,0
Irwin Streetcar,RAIL,33.75755981,-84.36492046,Airport,2.19,1.11
Covington Highway,RAIL,33.75491221,-84.23257367,Airport,5.56,1.9
Wesley Chapel,RAIL,33.71266286,-84.21862531,Airport,24.39,3.83
Wesley Chapel BRT,RAIL,33.71295302,-84.21788908,Airport,0.91,0
Northridge,RAIL,33.98330796,-84.34179722,Airport,118.7,149.83
Holcomb Bridge,RAIL,34.01974839,-84.32522536,Airport,557.23,70.38
Lindbergh Center LRT,RAIL,33.82172155,-84.36953123,Airport,114.04,31.99
Cheshire Bridge LRT,RAIL,33.81092947,-84.35481596,Airport,13.6,10.52
Sage Hill/Briarcliff LRT,RAIL,33.80590159,-84.33776128,Airport,10.12,9.17
CDC/Emory Point LRT,RAIL,33.7994448,-84.32499062,Airport,1.55,25.49
Emory/Rollins LRT,RAIL,33.79673155,-84.32219508,Airport,0.11,41.74
Emory/Clairmont LRT,RAIL,33.79500866,-84.31113028,Airport,2.69,17.7
North Decatur LRT,RAIL,33.78937478,-84.30764252,Airport,3.92,9.42
Candler Road BRT,RAIL,33.71138329,-84.2745855,Airport,2,1.29
Gresham Road BRT,RAIL,33.71673748,-84.30979253,Airport,1.83,1.19
Glenwood Road BRT,RAIL,33.73910176,-84.33023093,Airport,3.07,0.35
Moreland Avenue BRT,RAIL,33.74684097,-84.35031188,Airport,4.24,2.42
Bill Kennedy Streetcar,RAIL,33.7454149,-84.35825037,Airport,0,0
Glenwood Memorial BRT,RAIL,33.74559947,-84.35885989,Airport,2.24,1.66
Five Points BRT,RAIL,33.75341764,-84.39167017,Airport,6.56,13.94
Finley Streetcar,RAIL,33.77323041,-84.42207036,Airport,0,0
Kennesaw State University,RAIL,34.03622478,-84.58053999,Airport,1.88,2.51
Town Center BRT,RAIL,34.02802321,-84.57041015,Airport,13.21,3.3
Barrett Lakes Boulevard B,RAIL,34.00301513,-84.56915776,Airport,13.64,4.64
WellStar Kennestone BRT,RAIL,33.97724027,-84.55092805,Airport,2.62,4.33
Allgood Road BRT,RAIL,33.9669562,-84.53656621,Airport,0,6.63
North Marietta Parkway BR,RAIL,33.9595119,-84.52858371,Airport,1.55,6.44
Roswell Road BRT,RAIL,33.95029715,-84.52134011,Airport,32.3,8.86
South Marietta Parkway BR,RAIL,33.93616393,-84.51378041,Airport,0.86,6.38
Dobbins BRT,RAIL,33.91749944,-84.50219012,Airport,1.25,12.69
Windy Hill Road BRT,RAIL,33.90179459,-84.48752152,Airport,8.8,18.19
Cumberland North BRT,RAIL,33.88882867,-84.47546174,Airport,15.93,28.15
Cumberland South BRT,RAIL,33.88066706,-84.46476239,Airport,7.69,57.99
Arts Center BRT,RAIL,33.78884203,-84.38735148,Airport,167.25,137.26
White Circle BRT,RAIL,33.98720373,-84.57315901,Airport,31,4.94
Battlefield BRT,RAIL,33.98097431,-84.55918396,Airport,6.53,2.2
East Point Comuter Rail,RAIL,33.67765041,-84.43923973,Airport,0,0
Hapeville Commuter Rail,RAIL,33.65902778,-84.40952643,Airport,0,0
Mountain View Commuter Ra,RAIL,33.64200531,-84.39023372,Airport,0.16,0.33
Forest Park Commuter Rail,RAIL,33.62008626,-84.3632386,Airport,0,0
Clayton State Commuter Ra,RAIL,33.59478041,-84.33478169,Airport,0,0
Southlake Commuter Rail,RAIL,33.5748687,-84.34137575,Airport,0,0
Jonesboro Commuter Rail,RAIL,33.52257787,-84.35420243,Airport,0.06,0
Lovejoy Commuter Rail,RAIL,33.43579498,-84.31349235,Airport,0.27,0.16
